TF	Gene
ETS1	PTPRN
ETS1	PTS
ETS1	RAD1
ETS1	PURA
ETS1	PURB
ETS1	PVT1
ETS1	PWP2
ETS1	PEX19
ETS1	ABCD3
ETS1	ABCD4
ETS1	PEX2
ETS1	PXN
ETS1	PEX5
ETS1	PYGB
ETS1	PYGM
ETS1	QARS
ETS1	QDPR
ETS1	RAB1A
ETS1	RAB2A
ETS1	RGL2
ETS1	RAB4A
ETS1	RAB5A
ETS1	RAB5B
ETS1	RAB6A
ETS1	MAP4K2
ETS1	RAB27A
ETS1	RABGGTA
ETS1	RABGGTB
ETS1	RABIF
ETS1	RAB5C
ETS1	RAC1
ETS1	RAC2
ETS1	RAC3
ETS1	RAD9A
ETS1	RAD21
ETS1	RAD23A
ETS1	RAD23B
ETS1	RAD51
ETS1	RAD51C
ETS1	RAD51B
ETS1	RAD51D
ETS1	RAD52
ETS1	RAF1
ETS1	RALA
ETS1	RALB
ETS1	RALGDS
ETS1	RAN
ETS1	RANBP2
ETS1	RAP1A
ETS1	RAP1B
ETS1	RAP1GAP
ETS1	RAP1GDS1
ETS1	RAP2A
ETS1	RAP2B
ETS1	RARA
ETS1	RARG
ETS1	RARS
ETS1	RARRES3
ETS1	RASA1
ETS1	RASA2
ETS1	RASGRF2
ETS1	RB1
ETS1	ARID4A
ETS1	RBBP5
ETS1	RBBP8
ETS1	RBL1
ETS1	RBL2
ETS1	RBM3
ETS1	RBM4
ETS1	RBMS1
ETS1	RCN2
ETS1	RECQL
ETS1	REL
ETS1	RELA
ETS1	UPF1
ETS1	DPF2
ETS1	REV3L
ETS1	RFC1
ETS1	RFC2
ETS1	RFC3
ETS1	RFC4
ETS1	RFC5
ETS1	TRIM27
ETS1	RFPL1
ETS1	RFX1
ETS1	RFX2
ETS1	RFX3
ETS1	RFX5
ETS1	RFXAP
ETS1	RGR
ETS1	RGS1
ETS1	RGS2
ETS1	RGS3
ETS1	RGS10
ETS1	RGS12
ETS1	RGS16
ETS1	RHD
ETS1	RHEB
ETS1	RING1
ETS1	RIT1
ETS1	RLF
ETS1	RMRP
ETS1	RNASE3
ETS1	RNASE6
ETS1	RNASEL
ETS1	RNF2
ETS1	BRD2
ETS1	RNF4
ETS1	RNF6
ETS1	RNH1
ETS1	ROCK1
ETS1	RORA
ETS1	RORB
ETS1	RORC
ETS1	RP9
ETS1	RPGR
ETS1	RPA1
ETS1	RPA2
ETS1	RPA3
ETS1	RPE
ETS1	RPL3
ETS1	RPL4
ETS1	RPL5
ETS1	RPL6
ETS1	RPL7
ETS1	RPL7A
ETS1	RPL8
ETS1	RPL9
ETS1	RPL10
ETS1	RPL11
ETS1	RPL12
ETS1	RPL13
ETS1	RPL17
ETS1	RPL19
ETS1	RPL21
ETS1	RPL22
ETS1	RPL23A
ETS1	MRPL23
ETS1	RPL24
ETS1	RPL26
ETS1	RPL27
ETS1	RPL30
ETS1	RPL27A
ETS1	RPL28
ETS1	RPL29
ETS1	RPL31
ETS1	RPL32
ETS1	RPL34
ETS1	RPL36AL
ETS1	RPL37
ETS1	RPL37A
ETS1	RPL38
ETS1	RPL39
ETS1	RPL41
ETS1	RPL36A
ETS1	RPLP0
ETS1	RPLP1
ETS1	RPLP2
ETS1	MRPL12
ETS1	RPN1
ETS1	RPN2
ETS1	RPS3
ETS1	RPS3A
ETS1	RPS4X
ETS1	RPS5
ETS1	RPS6
ETS1	RPS6KA1
ETS1	RPS6KA2
ETS1	RPS6KA3
ETS1	RPS6KB2
ETS1	RPS7
ETS1	RPS8
ETS1	RPS9
ETS1	RPS10
ETS1	RPS11
ETS1	RPS12
ETS1	RPS13
ETS1	RPS14
ETS1	RPS15
ETS1	RPS15A
ETS1	RPS16
ETS1	RPS17
ETS1	RPS19
ETS1	RPS20
ETS1	RPS21
ETS1	RPS23
ETS1	RPS24
ETS1	RPS25
ETS1	RPS26
ETS1	RPS27
ETS1	RPS27A
ETS1	RPS29
ETS1	RRAS
ETS1	RRBP1
ETS1	RREB1
ETS1	RRM1
ETS1	RRM2
ETS1	RS1
ETS1	CLIP1
ETS1	RSU1
ETS1	RTN2
ETS1	RXRA
ETS1	RXRB
ETS1	RYR3
ETS1	S100A5
ETS1	S100A10
ETS1	S100A11
ETS1	S100B
ETS1	S100P
ETS1	VPS52
ETS1	SARS
ETS1	SAT1
ETS1	SATB1
ETS1	MSMO1
ETS1	SC5DL
ETS1	ATXN1
ETS1	ATXN2
ETS1	ATXN7
ETS1	SCD
ETS1	CLEC11A
ETS1	SCN2A
ETS1	SCN2B
ETS1	SCN8A
ETS1	SCO1
ETS1	SCP2
ETS1	SRL
ETS1	CCL18
ETS1	SDCBP
ETS1	SDF2
ETS1	SDHB
ETS1	SDHD
ETS1	SEC13
ETS1	TRAPPC2
ETS1	SEL1L
ETS1	SELL
ETS1	SELPLG
ETS1	SEPW1
ETS1	SET
ETS1	SETMAR
ETS1	SFPQ
ETS1	SFRP2
ETS1	SRSF1
ETS1	SRSF2
ETS1	SRSF3
ETS1	SRSF4
ETS1	SRSF5
ETS1	SRSF6
ETS1	SRSF7
ETS1	SFSWAP
ETS1	TRA2B
ETS1	SGCA
ETS1	SGCB
ETS1	SGK1
ETS1	SGSH
ETS1	SGTA
ETS1	SH3BGR
ETS1	SH3BGRL
ETS1	SH3BP2
ETS1	SH3GL1
ETS1	SHB
ETS1	SHC1
ETS1	FBXW4
ETS1	SHH
ETS1	SHMT1
ETS1	SHMT2
ETS1	SHOX2
ETS1	SIAH1
ETS1	SIAH2
ETS1	ST6GAL1
ETS1	ST3GAL1
ETS1	ST3GAL2
ETS1	ST3GAL4
ETS1	ST3GAL3
ETS1	STIL
ETS1	SIPA1
ETS1	SKI
ETS1	SKP1
ETS1	SKP2
ETS1	SLA
ETS1	SLAMF1
ETS1	SLC4A3
ETS1	SLC1A4
ETS1	SLC1A5
ETS1	SLC2A1
ETS1	SLC2A3
ETS1	SLC2A4
ETS1	SLC3A1
ETS1	SLC3A2
ETS1	SLC4A1
ETS1	SMTN
ETS1	SLC5A3
ETS1	SLC6A6
ETS1	SLC6A9
ETS1	SLC8A2
ETS1	SLC9A1
ETS1	SLC12A2
ETS1	SLC14A1
ETS1	SLC16A1
ETS1	SLC34A1
ETS1	SLC20A1
ETS1	SLC25A1
ETS1	SLC22A4
ETS1	SLC22A5
ETS1	SLIT1
ETS1	SNAI2
ETS1	SMARCA2
ETS1	HLTF
ETS1	SMARCA4
ETS1	SMARCB1
ETS1	SMARCC1
ETS1	SMARCC2
ETS1	SMARCD1
ETS1	SMARCD2
ETS1	SMARCE1
ETS1	SMPD1
ETS1	SMPD2
ETS1	SUMO2
ETS1	SNAPC1
ETS1	SNAPC2
ETS1	SNAPC3
ETS1	SNAPC4
ETS1	FSCN1
ETS1	SNRNP70
ETS1	SNRPA
ETS1	SNRPA1
ETS1	SNRPB
ETS1	SNRPB2
ETS1	SNRPC
ETS1	SNRPD1
ETS1	SNRPD2
ETS1	SNRPD3
ETS1	SNRPE
ETS1	SNRPF
ETS1	SNRPG
ETS1	SNTB1
ETS1	SNX1
ETS1	SNX2
ETS1	SNTB2
ETS1	SOAT1
ETS1	SOD1
ETS1	SORD
ETS1	SORL1
ETS1	SOS1
ETS1	SOX1
ETS1	SOX4
ETS1	SOX9
ETS1	SP2
ETS1	SP3
ETS1	SP4
ETS1	SPAG1
ETS1	SPAST
ETS1	SPG7
ETS1	SPINK2
ETS1	SPN
ETS1	SPP2
ETS1	SPR
ETS1	SPTAN1
ETS1	SPTBN1
ETS1	SPTBN2
ETS1	SQLE
ETS1	SRI
ETS1	SREBF1
ETS1	SRF
ETS1	SRM
ETS1	SRP9
ETS1	SRP14
ETS1	SRP19
ETS1	SRP54
ETS1	SRP68
ETS1	SRP72
ETS1	SRPK1
ETS1	SRPK2
ETS1	SRPR
ETS1	TRIM21
ETS1	SSB
ETS1	SSBP1
ETS1	SSR1
ETS1	SSR2
ETS1	SSR3
ETS1	SSRP1
ETS1	SSTR2
ETS1	SSTR3
ETS1	SS18
ETS1	ST13
ETS1	ST14
ETS1	STAT1
ETS1	STAT2
ETS1	STAT3
ETS1	STAT4
ETS1	STAT5A
ETS1	STAU1
ETS1	HSPA13
ETS1	ELOVL4
ETS1	STIM1
ETS1	NEK4
ETS1	STK4
ETS1	CDKL5
ETS1	STK10
ETS1	STK11
ETS1	AURKC
ETS1	STRN
ETS1	STX1A
ETS1	STX3
ETS1	STX4
ETS1	STX5
ETS1	STXBP2
ETS1	STXBP3
ETS1	SULT1A1
ETS1	SUPT4H1
ETS1	SUPT5H
ETS1	SUPV3L1
ETS1	SURF2
ETS1	SURF4
ETS1	SURF6
ETS1	SVIL
ETS1	VAMP1
ETS1	VAMP2
ETS1	XCL2
ETS1	SYK
ETS1	SYN1
ETS1	SYP
ETS1	SYPL1
ETS1	SYT5
ETS1	TACR2
ETS1	TAC3
ETS1	TACC1
ETS1	ADAM17
ETS1	TADA2A
ETS1	TAF1
ETS1	TAF2
ETS1	TAF4
ETS1	TAF4B
ETS1	TAF5
ETS1	TAF7
ETS1	TAF9
ETS1	TAF10
ETS1	TAF11
ETS1	TAF12
ETS1	TAF13
ETS1	MAP3K7
ETS1	TAL1
ETS1	TALDO1
ETS1	TAP1
ETS1	TAP2
ETS1	TAPBP
ETS1	TARBP1
ETS1	TARBP2
ETS1	TARS
ETS1	TAT
ETS1	TAZ
ETS1	TBCA
ETS1	TBCC
ETS1	TBCD
ETS1	TBCE
ETS1	TBL1X
ETS1	TBP
ETS1	TBX6
ETS1	TBXA2R
ETS1	TCEA1
ETS1	TCEA2
ETS1	TCEA3
ETS1	TCEB1
ETS1	TCEB2
ETS1	TCEB3
ETS1	TCF4
ETS1	TCF3
ETS1	TCF7
ETS1	TCF7L2
ETS1	C2orf3
ETS1	TCF12
ETS1	ZNF354A
ETS1	TCF19
ETS1	VPS72
ETS1	MLX
ETS1	TCOF1
ETS1	TCP1
ETS1	TCP10
ETS1	TECTB
ETS1	TCTA
ETS1	PPP1R11
ETS1	DYNLT1
ETS1	TDG
ETS1	PRDX2
ETS1	TMBIM6
ETS1	TEP1
ETS1	TERC
ETS1	TERF1
ETS1	TERF2
ETS1	TERT
ETS1	TESK1
ETS1	TFAM
ETS1	TFAP4
ETS1	TFCP2
ETS1	NR2F1
ETS1	NR2F2
ETS1	TFDP1
ETS1	TFE3
ETS1	TGFA
ETS1	TGFB1
ETS1	TGFB3
ETS1	TGFBI
ETS1	TGFBR1
ETS1	TGFBR3
ETS1	TGIF1
ETS1	THBS1
ETS1	THBS2
ETS1	THBS4
ETS1	THOP1
ETS1	THRA
ETS1	KLF10
ETS1	TIA1
ETS1	TIAL1
ETS1	TIAM1
ETS1	TIMP3
ETS1	TJP1
ETS1	TK2
ETS1	TKT
ETS1	TLE1
ETS1	TLE2
ETS1	TLE3
ETS1	TLE4
ETS1	TLN1
ETS1	TSPAN4
ETS1	TM7SF2
ETS1	TRAPPC10
ETS1	TMF1
ETS1	TMPO
ETS1	TMSB4X
ETS1	TMSL3
ETS1	CLEC3B
ETS1	TNFAIP3
ETS1	TNFRSF1A
ETS1	TNFRSF1B
ETS1	TNS1
ETS1	TOP1
ETS1	TOP2A
ETS1	TOP2B
ETS1	TP53BP1
ETS1	TP53BP2
ETS1	TPD52
ETS1	TPD52L1
ETS1	TPD52L2
ETS1	TPM3
ETS1	TPM4
ETS1	TPMT
ETS1	TPO
ETS1	TPP2
ETS1	TPR
ETS1	NR2C1
ETS1	NR2C2
ETS1	HSP90B1
ETS1	TRAF1
ETS1	TRAF2
ETS1	TRAF5
ETS1	TRAF6
ETS1	CCT3
ETS1	TRPM2
ETS1	TSN
ETS1	TSC1
ETS1	TSG101
ETS1	TSNAX
ETS1	TSPYL1
ETS1	TSSC1
ETS1	TSTA3
ETS1	TTC1
ETS1	DNAJC7
ETS1	TTC3
ETS1	TTC4
ETS1	TTF1
ETS1	TTK
ETS1	TUBA4A
ETS1	TUBG1
ETS1	TUFM
ETS1	TULP1
ETS1	TULP3
ETS1	HIRA
ETS1	TNFSF4
ETS1	TNFRSF4
ETS1	TXK
ETS1	TXNRD1
ETS1	TYK2
ETS1	TYMS
ETS1	U2AF1
ETS1	UBA52
ETS1	UBB
ETS1	UBC
ETS1	UBA1
ETS1	UBE2A
ETS1	UBE2B
ETS1	UBE2D1
ETS1	UBE2D2
ETS1	UBE2D3
ETS1	UBE2G1
ETS1	UBE2G2
ETS1	UBE2H
ETS1	UBE2L3
ETS1	UBE2N
ETS1	UBE2V1
ETS1	UBE2V2
ETS1	UBE3A
ETS1	SUMO1
ETS1	UBP1
ETS1	UBTF
ETS1	UCHL3
ETS1	UCP2
ETS1	UCP3
ETS1	UFD1L
ETS1	SLC35A2
ETS1	UGCG
ETS1	UGDH
ETS1	UGP2
ETS1	UCK2
ETS1	UMPS
ETS1	UNG
ETS1	USP4
ETS1	NR1H2
ETS1	UPK2
ETS1	UQCRB
ETS1	UQCRC1
ETS1	UQCRC2
ETS1	UQCRFS1
ETS1	UROD
ETS1	UROS
ETS1	USF1
ETS1	USP1
ETS1	UTRN
ETS1	KDM6A
ETS1	UVRAG
ETS1	VARS
ETS1	VASP
ETS1	VAV1
ETS1	VBP1
ETS1	VCL
ETS1	VCP
ETS1	VDAC1
ETS1	VDAC2
ETS1	VDAC3
ETS1	EZR
ETS1	VIM
ETS1	VIPR1
ETS1	VIPR2
ETS1	VPREB1
ETS1	VRK1
ETS1	WARS
ETS1	WIPF1
ETS1	EIF4H
ETS1	WEE1
ETS1	WFS1
ETS1	WHSC2
ETS1	WNT7A
ETS1	WNT11
ETS1	WNT2B
ETS1	WRB
ETS1	WT1
ETS1	XBP1
ETS1	XPA
ETS1	XPC
ETS1	XPNPEP1
ETS1	XPO1
ETS1	XRCC1
ETS1	XRCC2
ETS1	XRCC3
ETS1	XRCC4
ETS1	XRCC5
ETS1	YES1
ETS1	YY1
ETS1	YWHAB
ETS1	YWHAE
ETS1	YWHAG
ETS1	YWHAH
ETS1	YWHAZ
ETS1	ZAP70
ETS1	SF1
ETS1	ZFP36
ETS1	ZFP161
ETS1	ZFX
ETS1	ZNF2
ETS1	ZNF3
ETS1	ZNF7
ETS1	ZNF8
ETS1	CNBP
ETS1	ZNF10
ETS1	ZNF12
ETS1	ZNF14
ETS1	ZNF16
ETS1	ZNF17
ETS1	ZNF18
ETS1	ZNF19
ETS1	ZNF20
ETS1	ZNF182
ETS1	ZNF22
ETS1	ZNF23
ETS1	ZNF24
ETS1	ZNF26
ETS1	ZSCAN20
ETS1	ZNF32
ETS1	ZNF33A
ETS1	ZNF33B
ETS1	ZKSCAN1
ETS1	ZNF37A
ETS1	ZSCAN21
ETS1	ZNF41
ETS1	MZF1
ETS1	ZNF43
ETS1	ZNF45
ETS1	ZBTB25
ETS1	ZNF70
ETS1	ZNF74
ETS1	ZNF75A
ETS1	ZNF76
ETS1	ZNF79
ETS1	ZNF84
ETS1	ZNF91
ETS1	ZNF222
ETS1	ZNF121
ETS1	ZNF131
ETS1	ZNF133
ETS1	ZNF134
ETS1	ZNF136
ETS1	ZNF138
ETS1	ZNF140
ETS1	ZNF142
ETS1	ZNF143
ETS1	ZBTB16
ETS1	TRIM25
ETS1	ZNF148
ETS1	ZBTB17
ETS1	ZNF157
ETS1	VEZF1
ETS1	ZNF165
ETS1	TRIM26
ETS1	ZNF175
ETS1	ZNF180
ETS1	ZNF184
ETS1	ZNF185
ETS1	ZNF187
ETS1	ZNF192
ETS1	ZNF195
ETS1	ZMYM2
ETS1	ZNF200
ETS1	ZNF202
ETS1	ZNF205
ETS1	ZNF207
ETS1	ZNF213
ETS1	ZFAND5
ETS1	ZNF217
ETS1	ZNF224
ETS1	ZNF225
ETS1	ZNF226
ETS1	ZNF227
ETS1	ZNF230
ETS1	ZNF232
ETS1	ZNF236
ETS1	SLC30A2
ETS1	ZP3
ETS1	MAP3K12
ETS1	ZYX
ETS1	LUZP1
ETS1	PRDM2
ETS1	PTP4A1
ETS1	LRP8
ETS1	LAPTM5
ETS1	CSDE1
ETS1	BTG2
ETS1	ALMS1
ETS1	MOGS
ETS1	TUBA1A
ETS1	CXCR4
ETS1	BRPF1
ETS1	IFRD2
ETS1	MAPKAPK3
ETS1	SLMAP
ETS1	MANF
ETS1	USP7
ETS1	RAB7A
ETS1	SLBP
ETS1	ST8SIA4
ETS1	DEK
ETS1	ALDH5A1
ETS1	PRRC2A
ETS1	BAG6
ETS1	ABHD16A
ETS1	HSD17B8
ETS1	RDBP
ETS1	LST1
ETS1	TFEB
ETS1	EPM2A
ETS1	MTERF
ETS1	SHFM1
ETS1	ZNF212
ETS1	UBXN8
ETS1	KAT6A
ETS1	NR4A3
ETS1	BRD3
ETS1	NUP214
ETS1	LHX3
ETS1	STAM
ETS1	MLLT10
ETS1	CUBN
ETS1	CCDC6
ETS1	NCOA4
ETS1	SLC25A16
ETS1	RASSF7
ETS1	CUL5
ETS1	PTP4A2
ETS1	USP5
ETS1	MLF2
ETS1	MLL2
ETS1	AAAS
ETS1	FXR1
ETS1	YEATS4
ETS1	IFT88
ETS1	PABPN1
ETS1	DPF3
ETS1	GPR68
ETS1	AP3B2
ETS1	ANP32A
ETS1	NPRL3
ETS1	GAN
ETS1	SLC7A5
ETS1	TAF15
ETS1	COIL
ETS1	AKAP1
ETS1	MADCAM1
ETS1	SF3A2
ETS1	ELL
ETS1	SYMPK
ETS1	CLPP
ETS1	DPF1
ETS1	NCOA3
ETS1	CHAF1B
ETS1	C21orf33
ETS1	DGCR6
ETS1	LZTR1
ETS1	CLTCL1
ETS1	DGCR14
ETS1	HDHD1
ETS1	ZRSR2
ETS1	USP11
ETS1	USP9X
ETS1	KDM5C
ETS1	SMC1A
ETS1	LAGE3
ETS1	SLC10A3
ETS1	TKTL1
ETS1	ARID1A
ETS1	HIST1H4I
ETS1	TRRAP
ETS1	PICALM
ETS1	SNN
ETS1	ACOX3
ETS1	AXIN1
ETS1	AXIN2
ETS1	BAP1
ETS1	CDC7
ETS1	EOMES
ETS1	FZD1
ETS1	HIST1H2AK
ETS1	HIST1H2AJ
ETS1	HIST1H2AB
ETS1	HIST1H2AM
ETS1	HIST1H2BL
ETS1	HIST1H2BF
ETS1	HIST1H2BE
ETS1	HIST1H2BI
ETS1	HIST1H2BC
ETS1	HIST1H2BO
ETS1	HIST2H2BE
ETS1	HIST1H3A
ETS1	HIST1H3D
ETS1	HIST1H3G
ETS1	HIST1H3J
ETS1	HIST1H3B
ETS1	HIST1H4A
ETS1	HIST1H4D
ETS1	HIST1H4F
ETS1	HIST1H4K
ETS1	HIST1H4J
ETS1	HIST1H4C
ETS1	HIST1H4H
ETS1	HIST1H4B
ETS1	HIST1H4E
ETS1	HIST1H4L
ETS1	MAD1L1
ETS1	OR1D5
ETS1	PIP5K1A
ETS1	PIP4K2B
ETS1	PLA2G6
ETS1	SPOP
ETS1	UXT
ETS1	EEA1
ETS1	CMAHP
ETS1	SNHG3
ETS1	LTBP4
ETS1	ZNF282
ETS1	STK24
ETS1	RECK
ETS1	RAD54L
ETS1	NSMAF
ETS1	NCK2
ETS1	GNPAT
ETS1	DYRK2
ETS1	DUSP11
ETS1	DOC2A
ETS1	DHX16
ETS1	CUL4B
ETS1	CUL4A
ETS1	CUL3
ETS1	CUL2
ETS1	CUL1
ETS1	ATRN
ETS1	TTF2
ETS1	TPST2
ETS1	TPST1
ETS1	SUPT3H
ETS1	SMARCA5
ETS1	OGT
ETS1	GPR65
ETS1	RAE1
ETS1	SEMA7A
ETS1	PPM1D
ETS1	PPFIBP2
ETS1	PPFIBP1
ETS1	RANBP3
ETS1	PPFIA1
ETS1	SLC43A1
ETS1	PIK3R3
ETS1	PEX3
ETS1	CNTNAP1
ETS1	ENC1
ETS1	NIPSNAP1
ETS1	NDST2
ETS1	MBL1P
ETS1	KCNAB2
ETS1	IKBKAP
ETS1	HAT1
ETS1	GCM1
ETS1	DGKZ
ETS1	DGKE
ETS1	DGKD
ETS1	CST7
ETS1	CSDA
ETS1	COPS3
ETS1	CAMK1
ETS1	API5
ETS1	AGPS
ETS1	APOL1
ETS1	LMO4
ETS1	CGGBP1
ETS1	AP3B1
ETS1	BLZF1
ETS1	LGR5
ETS1	MAPKAPK5
ETS1	BHLHE40
ETS1	PIAS1
ETS1	CDC14A
ETS1	CDK10
ETS1	PRPF18
ETS1	DEGS1
ETS1	DENR
ETS1	THOC5
ETS1	YARS
ETS1	MADD
ETS1	RRP1
ETS1	MKNK1
ETS1	KHSRP
ETS1	PRKRA
ETS1	STK16
ETS1	NOP14
ETS1	SLC25A12
ETS1	RUVBL1
ETS1	KLF7
ETS1	STC2
ETS1	USO1
ETS1	CDK13
ETS1	PDE8B
ETS1	PSMG1
ETS1	RFXANK
ETS1	JRK
ETS1	SKAP1
ETS1	RTCD1
ETS1	RNASET2
ETS1	SSNA1
ETS1	EIF4EBP3
ETS1	KCNK5
ETS1	NCOA1
ETS1	LAMTOR3
ETS1	NUMB
ETS1	DYNLL1
ETS1	TNKS
ETS1	ALDH4A1
ETS1	EIF3A
ETS1	EIF3B
ETS1	EIF3D
ETS1	EIF3F
ETS1	EIF3G
ETS1	EIF3H
ETS1	EIF3I
ETS1	EIF3J
ETS1	EIF4G3
ETS1	VAMP4
ETS1	STX16
ETS1	STX11
ETS1	BECN1
ETS1	SRSF9
ETS1	KRT36
ETS1	HYAL2
ETS1	DGAT1
ETS1	CDC23
ETS1	B4GALT3
ETS1	B3GALT4
ETS1	MBTPS1
ETS1	EDF1
ETS1	SNX3
ETS1	C19orf2
ETS1	EED
ETS1	CTNNAL1
ETS1	ADAM19
ETS1	GBF1
ETS1	RNGTT
ETS1	GPAA1
ETS1	MYOM1
ETS1	RIPK1
ETS1	CRADD
ETS1	HRK
ETS1	TNFSF10
ETS1	TNFSF9
ETS1	ADAM6
ETS1	CDS2
ETS1	PABPC4
ETS1	CD164
ETS1	TNFRSF14
ETS1	RAB11A
ETS1	RIPK2
ETS1	FADD
ETS1	SNAP23
ETS1	NAPG
ETS1	NAPA
ETS1	MTMR1
ETS1	RIOK3
ETS1	RGS9
ETS1	TNFRSF10D
ETS1	TNFRSF10C
ETS1	DYRK4
ETS1	PEX11B
ETS1	SUCLG2
ETS1	SUCLG1
ETS1	SUCLA2
ETS1	TRIM24
ETS1	CCNK
ETS1	DPM1
ETS1	CDKL1
ETS1	DCAF5
ETS1	DPM2
ETS1	SAP30
ETS1	FGF17
ETS1	CES2
ETS1	IQGAP1
ETS1	NRP2
ETS1	SYNGAP1
ETS1	CD84
ETS1	TMEM11
ETS1	GGH
ETS1	CFLAR
ETS1	WISP3
ETS1	WISP2
ETS1	WISP1
ETS1	HDAC3
ETS1	KSR1
ETS1	DLEU2
ETS1	TSC22D1
ETS1	KAT2B
ETS1	CDK5R1
ETS1	AKAP4
ETS1	FCGBP
ETS1	LDB1
ETS1	PER2
ETS1	SYNJ1
ETS1	ST3GAL5
ETS1	IER3
ETS1	SYNJ2
ETS1	CDC123
ETS1	ARHGEF7
ETS1	SGPL1
ETS1	FUBP1
ETS1	CDC16
ETS1	ZNF259
ETS1	NAE1
ETS1	SLC5A6
ETS1	DDX18
ETS1	TAX1BP1
ETS1	EIF2B4
ETS1	EIF2B3
ETS1	EIF2B2
ETS1	EIF2B5
ETS1	EIF2S2
ETS1	BUD31
ETS1	MTMR2
ETS1	PRPF4B
ETS1	CPNE1
ETS1	AP1S2
ETS1	AP1G2
ETS1	AP1M1
ETS1	CACNA1I
ETS1	TIMELESS
ETS1	BCL10
ETS1	HERC3
ETS1	HERC1
ETS1	SNURF
ETS1	BSN
ETS1	FOXH1
ETS1	MBD4
ETS1	MBD2
ETS1	RAB7L1
ETS1	WASF1
ETS1	BAIAP3
ETS1	FUBP3
ETS1	TOP3B
ETS1	CDK5R2
ETS1	AP3D1
ETS1	BTRC
ETS1	HIST1H3F
ETS1	HIST1H2BJ
ETS1	H1FX
ETS1	P4HA2
ETS1	WASL
ETS1	PLOD3
ETS1	RPS6KA4
ETS1	STBD1
ETS1	ATP6V0E1
ETS1	LIMD1
ETS1	TNFSF18
ETS1	HAP1
ETS1	TAF1C
ETS1	TAF1B
ETS1	TAF1A
ETS1	SLC25A14
ETS1	MPZL1
ETS1	MAP3K14
ETS1	SOCS3
ETS1	CH25H
ETS1	RNF8
ETS1	HIP1R
ETS1	BAZ1B
ETS1	UBE2M
ETS1	SPAG9
ETS1	BTAF1
ETS1	RPL14
ETS1	DOK2
ETS1	SH2D2A
ETS1	AIP
ETS1	PSTPIP1
ETS1	NFS1
ETS1	PRC1
ETS1	SLC7A6
ETS1	PAPSS1
ETS1	PIAS2
ETS1	SYT7
ETS1	CLDN12
ETS1	ASH2L
ETS1	CLDN2
ETS1	CLDN9
ETS1	PKMYT1
ETS1	PIGQ
ETS1	SART1
ETS1	DNAJA3
ETS1	UNC119
ETS1	TBX19
ETS1	USP14
ETS1	USP2
ETS1	USP10
ETS1	USP8
ETS1	MTMR6
ETS1	MTMR4
ETS1	NMI
ETS1	MTA1
ETS1	LATS1
ETS1	ATP6V0D1
ETS1	SEC22C
ETS1	SLC16A6
ETS1	SLC16A5
ETS1	SLC16A3
ETS1	PDLIM1
ETS1	RQCD1
ETS1	SMC3
ETS1	PRPF3
ETS1	AIFM1
ETS1	CCNB2
ETS1	CCNE2
ETS1	ARHGEF1
ETS1	CBFA2T2
ETS1	ATG12
ETS1	PDCD5
ETS1	SYNGR1
ETS1	NEMF
ETS1	NEURL
ETS1	DYRK1B
ETS1	CTDP1
ETS1	SLC28A2
ETS1	SLC28A1
ETS1	EXO1
ETS1	FIBP
ETS1	PCSK7
ETS1	DGKI
ETS1	EBAG9
ETS1	COX7A2L
ETS1	TMSB10
ETS1	SCAF11
ETS1	MYOM2
ETS1	ARHGEF2
ETS1	ZW10
ETS1	BUB3
ETS1	DDX21
ETS1	DEDD
ETS1	SLC16A7
ETS1	KCNAB3
ETS1	SLC33A1
ETS1	ZMYM4
ETS1	ZMYM6
ETS1	ZMYM5
ETS1	LRRFIP1
ETS1	LRRFIP2
ETS1	LGI1
ETS1	AURKB
ETS1	FAIM3
ETS1	LARGE
ETS1	VAPB
ETS1	VAPA
ETS1	MTA2
ETS1	NOLC1
ETS1	RAB11B
ETS1	DLG5
ETS1	PTTG1
ETS1	IL32
ETS1	CCPG1
ETS1	TBRG4
ETS1	PNMA1
ETS1	DHRS3
ETS1	RPS6KA5
ETS1	AIMP1
ETS1	BZRAP1
ETS1	MFHAS1
ETS1	MAPKAPK2
ETS1	STK17B
ETS1	STK17A
ETS1	CYTH2
ETS1	CYTH1
ETS1	ITGB1BP1
ETS1	BCL7C
ETS1	BCL7B
ETS1	COPB2
ETS1	ZBTB22
ETS1	MED14
ETS1	GPR56
ETS1	GPR55
ETS1	SRSF11
ETS1	ATP6V1F
ETS1	SOCS6
ETS1	CD83
ETS1	ZNF235
ETS1	ACCN3
ETS1	C5orf13
ETS1	PTER
ETS1	TRIP12
ETS1	TRIP11
ETS1	HMGN3
ETS1	TRIP4
ETS1	ZNHIT3
ETS1	GTF3C5
ETS1	GTF3C3
ETS1	CNOT8
ETS1	TCEAL1
ETS1	VAMP3
ETS1	EFTUD2
ETS1	TAOK2
ETS1	RPL23
ETS1	SLC9A3R2
ETS1	TXNL1
ETS1	UBE4A
ETS1	ITGBL1
ETS1	PPIG
ETS1	LONP1
ETS1	RAB33A
ETS1	RAB28
ETS1	SLC9A3R1
ETS1	ADIPOQ
ETS1	KIF3B
ETS1	ZFYVE9
ETS1	PLAA
ETS1	PPT2
ETS1	TM9SF2
ETS1	COX5A
ETS1	NRXN2
ETS1	GRHPR
ETS1	OTOF
ETS1	COG1
ETS1	CIAO1
ETS1	HS6ST1
ETS1	NMT2
ETS1	CD101
